Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Castlevania: Lords of Shadow,PlayStation 3,2010.0,Action Adventure,Konami  ,0.5,0.37,0.1,0.15,1.11,85.0,62.0,8.1,572.0,Mercury Steam,M
Red Dead Redemption: Undead Nightmare,Xbox 360,2010.0,Miscellaneous,Rockstar Games  ,0.61,0.38,0.02,0.1,1.11,,,8.0,29.0,Rockstar San Diego,M
Metal Gear Solid HD Collection,PlayStation 3,2011.0,Miscellaneous,Konami Digital Entertainment  ,0.52,0.44,0.0,0.14,1.11,89.0,50.0,9.0,505.0,"Genki, Bluepoint Games",M
Metal Gear Solid HD Collection,PlayStation 3,2011.0,Miscellaneous,Konami  ,0.32,0.13,0.0,0.07,0.52,89.0,50.0,9.0,505.0,"Genki, Bluepoint Games",M
LEGO Star Wars III: The Clone Wars,DS,2011.0,Action Adventure,LucasArts  ,0.62,0.38,0.0,0.1,1.1,66.0,8.0,6.8,4.0,Traveller's Tales,E
Bully: Scholarship Edition,Xbox 360,2008.0,Action Adventure,Rockstar Games  ,0.53,0.42,0.03,0.11,1.09,80.0,56.0,8.3,208.0,"Mad Doc Software, Rockstar Vancouver",T
Star Wars: The Force Unleashed,PSP,2008.0,Action,LucasArts  ,0.43,0.41,0.0,0.24,1.09,70.0,10.0,7.9,65.0,Krome Studios,T
The Godfather,PlayStation 2,2006.0,Action Adventure,Electronic Arts  ,0.89,0.03,0.01,0.15,1.09,75.0,56.0,8.5,136.0,Electronic Arts,M
Dante's Inferno,PlayStation 3,2010.0,Action,Electronic Arts  ,0.64,0.28,0.04,0.12,1.08,75.0,69.0,7.6,344.0,Visceral Games,M
Disney's Lilo & Stitch,Game Boy Advance,2002.0,Action,Disney Interactive Studios  ,0.77,0.29,0.0,0.02,1.08,80.0,11.0,7.4,7.0,Digital Eclipse,E
Hulk,PlayStation 2,2003.0,Action,Universal Interactive  ,0.52,0.41,0.0,0.14,1.06,71.0,28.0,7.8,26.0,Radical Entertainment,T
Darksiders,Xbox 360,2010.0,Action Adventure,THQ  ,0.67,0.28,0.01,0.1,1.06,83.0,81.0,7.9,347.0,Vigil Games,M
The Evil Within 2,PlayStation 4,2017.0,Action Adventure,Bethesda Softworks  ,0.31,0.49,0.09,0.15,1.05,76.0,67.0,8.3,1390.0,Tango Gameworks,M
Disney Universe,Wii,2011.0,Action Adventure,Disney Interactive Studios  ,0.66,0.28,0.0,0.1,1.05,61.0,11.0,6.6,8.0,"Eurocom Entertainment Software, Eurocom",E10+
LEGO Pirates of the Caribbean: The Video Game,Xbox 360,2011.0,Action Adventure,Disney Interactive Studios  ,0.54,0.4,0.0,0.1,1.04,73.0,54.0,7.3,44.0,Traveller's Tales,E10+
Guinness World Records: The Videogame,Wii,2008.0,Action,Warner Bros. Interactive  ,0.46,0.47,0.0,0.11,1.03,67.0,12.0,7.0,8.0,TT Fusion,E10+
Tomb Raider,PC,1996.0,Action Adventure,Eidos Interactive  ,0.96,0.07,0.0,0.0,1.03,86.0,18.0,8.4,4697.0,"Crystal Dynamics, Nixxes Software",M
LEGO Jurassic World,PlayStation 3,2015.0,Action Adventure,Warner Bros. Interactive Entertainment  ,0.36,0.49,0.0,0.17,1.02,,,7.4,18.0,TT Games,E10+
LEGO Marvel's Avengers,PlayStation 4,2016.0,Action Adventure,Warner Bros. Interactive Entertainment  ,0.31,0.53,0.01,0.16,1.01,71.0,70.0,7.1,138.0,TT Games,E10+
LEGO Jurassic World,Xbox 360,2015.0,Action Adventure,Warner Bros. Interactive Entertainment  ,0.51,0.41,0.0,0.09,1.01,,,7.4,20.0,TT Games,E10+
LEGO Harry Potter: Years 5-7,Xbox 360,2011.0,Action Adventure,Warner Bros. Interactive  ,0.51,0.41,0.0,0.09,1.01,77.0,35.0,8.0,53.0,Traveller's Tales,E10+
Dynasty Warriors 3: Xtreme Legends,PlayStation 2,2003.0,Action,KOEI  ,0.13,0.1,0.74,0.03,1.0,72.0,16.0,8.5,60.0,Omega Force,T
The Bouncer,PlayStation 2,2001.0,Action,Square  ,0.3,0.23,0.38,0.08,0.99,66.0,20.0,7.8,48.0,DreamFactory,T
Brutal Legend,Xbox 360,2009.0,Action,Electronic Arts  ,0.62,0.26,0.0,0.09,0.97,82.0,88.0,8.0,298.0,Double Fine Productions,M
Grand Theft Auto: Vice City Stories,PlayStation 2,2007.0,Action Adventure,Rockstar Games  ,0.78,0.03,0.03,0.13,0.97,75.0,37.0,7.8,156.0,Rockstar Leeds,M
Skylanders: Spyro's Adventure,Xbox 360,2011.0,Action,Activision  ,0.53,0.34,0.0,0.1,0.97,78.0,35.0,5.3,62.0,Toys for Bob,E10+
Grand Theft Auto: San Andreas,PC,2005.0,Action Adventure,Rockstar Games  ,0.0,0.93,0.0,0.04,0.97,93.0,47.0,8.9,3696.0,Rockstar North,M
LEGO Pirates of the Caribbean: The Video Game,PlayStation 3,2011.0,Action Adventure,Disney Interactive Studios  ,0.36,0.44,0.0,0.16,0.96,73.0,42.0,7.4,56.0,Traveller's Tales,E10+
Shinobi,PlayStation 2,2002.0,Action,Sega  ,0.36,0.28,0.22,0.09,0.96,71.0,33.0,8.2,52.0,Overworks,M
LEGO Harry Potter: Years 5-7,PlayStation 3,2011.0,Action Adventure,Warner Bros. Interactive  ,0.36,0.45,0.0,0.15,0.95,76.0,27.0,8.0,68.0,Traveller's Tales,E10+
Ben 10: Alien Force,DS,2008.0,Action,D3 Publisher  ,0.65,0.22,0.0,0.09,0.95,,,2.8,4.0,"Monkey Bar Games, 1st Playable Productions",E
Skylanders: Spyro's Adventure,PlayStation 3,2011.0,Action,Activision  ,0.39,0.4,0.0,0.15,0.94,77.0,18.0,5.2,53.0,Toys for Bob,E10+
Brutal Legend,PlayStation 3,2009.0,Action,Electronic Arts  ,0.54,0.27,0.0,0.13,0.94,83.0,61.0,7.7,193.0,Double Fine Productions,M
Castlevania: Lament of Innocence,PlayStation 2,2003.0,Action Adventure,Konami  ,0.46,0.36,0.0,0.12,0.94,79.0,45.0,8.6,114.0,KCET,M
Bully,PlayStation 2,2006.0,Action Adventure,Rockstar Games  ,0.75,0.03,0.04,0.12,0.94,87.0,69.0,8.9,588.0,Rockstar Vancouver,T
Bayonetta,Xbox 360,2010.0,Action,Sega  ,0.51,0.25,0.09,0.08,0.93,90.0,86.0,8.1,737.0,PlatinumGames,M
Teenage Mutant Ninja Turtles,Game Boy Advance,2003.0,Action,Konami  ,0.67,0.25,0.0,0.02,0.93,71.0,16.0,8.1,13.0,Konami,E
Monster Hunter: World,Xbox One,2018.0,Role-Playing,Capcom  ,0.67,0.17,0.0,0.09,0.93,90.0,17.0,7.2,459.0,Capcom,T
Teenage Mutant Ninja Turtles,PlayStation 2,2003.0,Action,Konami  ,0.45,0.35,0.0,0.12,0.92,59.0,29.0,7.5,43.0,KCE Studios,E
Dante's Inferno,Xbox 360,2010.0,Action,Electronic Arts  ,0.63,0.2,0.02,0.08,0.92,73.0,71.0,7.6,279.0,Visceral Games,M
Dynasty Warriors 7,PlayStation 3,2011.0,Action,Tecmo Koei  ,0.25,0.14,0.46,0.06,0.91,57.0,25.0,7.3,65.0,Omega Force,T
LEGO Pirates of the Caribbean: The Video Game,DS,2011.0,Action Adventure,Disney Interactive Studios  ,0.34,0.47,0.0,0.1,0.91,69.0,5.0,7.8,4.0,Traveller's Tales,E10+
James Cameron's Avatar: The Game,PlayStation 3,2009.0,Action,Ubisoft  ,0.32,0.43,0.0,0.15,0.9,60.0,44.0,6.8,62.0,"Ubisoft, Ubisoft Montreal",T
God of War Saga,PlayStation 3,2012.0,Miscellaneous,Sony Computer Entertainment  ,0.74,0.0,0.0,0.15,0.89,,,9.0,86.0,"Ready at Dawn, SCE Santa Monica",M
God of War III Remastered,PlayStation 4,2015.0,Action Adventure,Sony Computer Entertainment  ,0.4,0.33,0.02,0.15,0.89,81.0,67.0,8.2,1335.0,Wholesale Algorithms,M
God of War III Remastered,PlayStation 4,2015.0,Action Adventure,Sony Computer Entertainment Europe  ,0.0,0.02,0.0,0.0,0.03,81.0,67.0,8.2,1335.0,Wholesale Algorithms,M
Finding Nemo,GameCube,2003.0,Action,THQ  ,0.69,0.18,0.0,0.02,0.89,62.0,11.0,5.4,9.0,Traveller's Tales,E
Resident Evil: Revelations,3DS,2012.0,Action Adventure,Capcom  ,0.3,0.23,0.3,0.05,0.89,82.0,78.0,8.5,516.0,Capcom,M
The Tomb Raider Trilogy,PlayStation 3,2011.0,Miscellaneous,Square Enix  ,0.27,0.48,0.0,0.14,0.89,78.0,37.0,8.3,79.0,Crystal Dynamics,T
Fortnite,PlayStation 4,2017.0,Action,Gearbox Software  ,0.42,0.32,0.0,0.15,0.89,78.0,16.0,3.8,1235.0,Epic Games,T
Star Wars: The Force Unleashed,DS,2008.0,Action,LucasArts  ,0.5,0.29,0.0,0.09,0.88,61.0,8.0,5.5,26.0,n-Space,T
NBA 2K6,PlayStation 2,2005.0,Sports,2K Sports  ,0.43,0.34,0.0,0.11,0.88,84.0,23.0,8.3,13.0,Visual Concepts,E
LEGO Harry Potter Collection,PlayStation 4,2016.0,Miscellaneous,Warner Bros. Interactive Entertainment  ,0.07,0.68,0.0,0.13,0.88,73.0,17.0,7.6,66.0,Warner Bros. Interactive Entertainment,E10+
LEGO Dimensions,Xbox 360,2015.0,,Warner Bros. Interactive Entertainment  ,0.49,0.31,0.0,0.08,0.87,,,6.2,20.0,,
Grand Theft Auto IV,PC,2008.0,Action Adventure,Rockstar Games  ,0.01,0.8,0.0,0.06,0.87,90.0,40.0,7.0,3274.0,Rockstar Toronto,M
Warriors Orochi,PlayStation 2,2007.0,Action,KOEI  ,0.11,0.09,0.64,0.03,0.87,55.0,14.0,8.4,19.0,Omega Force,T
Ghostbusters: The Video Game,Wii,2009.0,Action,Atari  ,0.59,0.21,0.0,0.07,0.87,76.0,29.0,8.3,35.0,Red Fly Studio,E10+
For Honor,Xbox One,2017.0,Action Adventure,Ubisoft  ,0.57,0.21,0.0,0.08,0.87,79.0,26.0,5.9,302.0,Ubisoft Montreal,M
Dishonored 2,Xbox One,2016.0,Action Adventure,Bethesda Softworks  ,0.47,0.31,0.0,0.08,0.86,88.0,25.0,7.9,396.0,Arkane Studios,M
Dynasty Warriors 4: Xtreme Legends,PlayStation 2,2003.0,Action,KOEI  ,0.17,0.13,0.51,0.04,0.86,72.0,15.0,8.3,44.0,Omega Force,T
Tomb Raider: Anniversary,Wii,2007.0,Action Adventure,Eidos Interactive  ,0.12,0.63,0.0,0.11,0.85,73.0,22.0,7.4,29.0,Crystal Dynamics,T
Thief,PlayStation 4,2014.0,Fantasy,Square Enix  ,0.28,0.41,0.03,0.13,0.85,67.0,48.0,6.2,760.0,Eidos Montreal,M
Ninja Gaiden Sigma 2,PlayStation 3,2009.0,Action Adventure,Tecmo Koei  ,0.52,0.16,0.08,0.1,0.85,83.0,52.0,7.8,158.0,Team Ninja,M
LEGO Jurassic World,3DS,2015.0,Action Adventure,Warner Bros. Interactive Entertainment  ,0.35,0.39,0.04,0.07,0.85,,,7.1,15.0,TT Games,E10+
Ghostbusters: The Video Game,PlayStation 3,2009.0,Action,Atari  ,0.34,0.36,0.0,0.14,0.84,78.0,74.0,8.0,119.0,Terminal Reality,T
Spider-Man 2,GameCube,2004.0,Action Adventure,Activision  ,0.65,0.17,0.0,0.02,0.84,80.0,41.0,8.4,39.0,Treyarch,T
The Incredibles,GameCube,2004.0,Action Adventure,THQ  ,0.65,0.17,0.0,0.02,0.84,63.0,27.0,6.3,12.0,Heavy Iron Studios,T
ZombiU,Wii U,2012.0,General,Ubisoft  ,0.35,0.37,0.05,0.07,0.84,77.0,70.0,7.7,785.0,Ubisoft Montpellier,M
Ben 10: Protector of Earth,PlayStation 2,2007.0,Action,D3 Publisher  ,0.09,0.0,0.0,0.74,0.84,,,8.5,43.0,High Voltage Software,E10+
Dynasty Warriors 2,PlayStation 2,2000.0,Action,KOEI  ,0.24,0.19,0.34,0.06,0.83,75.0,17.0,8.4,38.0,Omega Force,T
Metal Gear Solid V: The Phantom Pain,Xbox One,2015.0,Modern,Konami Digital Entertainment  ,0.49,0.25,0.02,0.07,0.83,95.0,10.0,7.5,1256.0,"Kojima Productions, Moby Dick Studio",M
Lizzie McGuire 2: Lizzie Diaries,Game Boy Advance,2004.0,Action Adventure,Disney Interactive Studios  ,0.6,0.22,0.0,0.01,0.83,57.0,6.0,5.0,5.0,Artificial Mind and Movement,E
LEGO Dimensions,PlayStation 3,2015.0,Action Adventure,Warner Bros. Interactive Entertainment  ,0.26,0.41,0.0,0.13,0.81,,,6.5,19.0,TT Games,E10+
Disney's The Little Mermaid: Ariel's Undersea Adventure,DS,2006.0,Action,Buena Vista  ,0.72,0.03,0.0,0.06,0.81,,,7.6,5.0,Gorilla Systems,E
Ben 10: Alien Force,Wii,2008.0,Action,D3 Publisher  ,0.52,0.21,0.0,0.07,0.8,45.0,6.0,7.8,11.0,Monkey Bar Games,E10+
Star Wars The Clone Wars: Republic Heroes,Wii,2009.0,Action Adventure,LucasArts  ,0.43,0.3,0.0,0.07,0.8,48.0,10.0,5.8,10.0,Krome Studios,T
Prototype 2,Xbox 360,2012.0,Action Adventure,Activision  ,0.48,0.24,0.0,0.06,0.79,74.0,69.0,7.0,197.0,Radical Entertainment,M
MadWorld,Wii,2009.0,Action,Sega  ,0.45,0.24,0.02,0.07,0.78,81.0,74.0,8.6,205.0,PlatinumGames,M
LEGO Jurassic World,Xbox One,2015.0,Action Adventure,Warner Bros. Interactive Entertainment  ,0.44,0.27,0.0,0.07,0.78,70.0,17.0,6.8,56.0,TT Games,E10+
Star Wars: The Force Unleashed II,Wii,2010.0,Action,LucasArts  ,0.53,0.19,0.0,0.06,0.78,71.0,10.0,7.8,35.0,"LucasArts, Red Fly Studio",T
Star Wars The Clone Wars: Jedi Alliance,DS,2008.0,Action Adventure,LucasArts  ,0.61,0.11,0.0,0.06,0.78,68.0,10.0,7.7,37.0,LucasArts,E10+
Hitman,PlayStation 4,2017.0,Modern,Square Enix  ,0.24,0.36,0.06,0.11,0.78,84.0,40.0,7.8,399.0,Io Interactive,M
Prototype 2,PlayStation 3,2012.0,Action Adventure,Activision  ,0.38,0.28,0.0,0.11,0.77,79.0,39.0,6.8,211.0,Radical Entertainment,M
James Cameron's Avatar: The Game,Xbox 360,2009.0,Action,Ubisoft  ,0.34,0.35,0.0,0.08,0.77,61.0,62.0,6.8,89.0,"Ubisoft, Ubisoft Montreal",T
Fortnite,Xbox One,2017.0,Action,Gearbox Software  ,0.6,0.09,0.0,0.08,0.77,85.0,5.0,3.7,326.0,Epic Games,T
Star Wars Episode II: Attack of the Clones,Game Boy Advance,2002.0,Action Adventure,THQ  ,0.55,0.2,0.0,0.01,0.77,38.0,14.0,3.4,10.0,David A. Palmer Productions,E
Resident Evil: Revelations,PlayStation 3,2013.0,Action Adventure,Capcom  ,0.14,0.32,0.22,0.09,0.76,74.0,30.0,7.5,289.0,Capcom,M
Assassin's Creed: Revelations,PC,2011.0,Action Adventure,Ubisoft  ,0.16,0.49,0.0,0.11,0.76,80.0,20.0,7.5,1298.0,Ubisoft Montreal,M
Harry Potter and the Half-Blood Prince,Wii,2009.0,Action Adventure,Electronic Arts  ,0.28,0.4,0.0,0.08,0.76,60.0,35.0,5.7,13.0,EA Bright Light,E10+
True Crime: New York City,PlayStation 2,2005.0,Action Adventure,Activision  ,0.57,0.02,0.07,0.09,0.76,60.0,47.0,7.7,75.0,"Luxoflux, Inc.",M
Quantum Break,Xbox One,2016.0,General,Microsoft Studios  ,0.42,0.25,0.02,0.07,0.76,77.0,106.0,7.2,2154.0,Remedy Entertainment,M
Genji: Days of the Blade,PlayStation 3,2006.0,Action Adventure,Sony Computer Entertainment  ,0.18,0.38,0.06,0.14,0.75,55.0,46.0,6.1,41.0,Game Republic,T
Shark Tale,PlayStation 2,2004.0,Action,Activision  ,0.37,0.29,0.0,0.1,0.75,69.0,30.0,6.0,6.0,Edge of Reality,E
The Lord of the Rings: Conquest,PlayStation 3,2009.0,Action Adventure,Electronic Arts  ,0.38,0.26,0.0,0.11,0.75,54.0,45.0,7.1,71.0,Pandemic Studios,T
Ace Combat: Assault Horizon,PlayStation 3,2011.0,Action,Namco Bandai  ,0.3,0.16,0.22,0.07,0.74,77.0,28.0,6.8,99.0,Project Aces,T
Pirates of the Caribbean: At World's End,PlayStation 3,2007.0,Action Adventure,Disney Interactive Studios  ,0.17,0.41,0.0,0.15,0.73,55.0,24.0,7.0,32.0,"Eurocom Entertainment Software, Eurocom",T
Beyblade VForce: Ultimate Blader Jam,Game Boy Advance,2003.0,Action,Atari  ,0.52,0.19,0.0,0.01,0.73,,,7.8,4.0,Takara,E
Indiana Jones and the Staff of Kings,Wii,2009.0,Action,LucasArts  ,0.36,0.29,0.0,0.07,0.72,55.0,32.0,7.0,32.0,Artificial Mind and Movement,T
Star Wars Episode III: Revenge of the Sith,Game Boy Advance,2005.0,Action Adventure,Ubisoft  ,0.52,0.19,0.0,0.01,0.72,73.0,13.0,8.0,20.0,Ubisoft,E10+
Ultimate Spider-Man,PlayStation 2,2005.0,Action,Activision  ,0.6,0.02,0.0,0.1,0.72,74.0,52.0,8.2,116.0,Treyarch,T
Monster Hunter Generations Ultimate,Switch,2018.0,Role-Playing,Capcom  ,0.27,0.14,0.27,0.04,0.72,80.0,52.0,8.6,161.0,Capcom,T
Ben 10: Protector of Earth,PSP,2007.0,Action,D3 Publisher  ,0.23,0.31,0.0,0.18,0.72,60.0,4.0,7.6,37.0,High Voltage Software,E10+
LEGO Dimensions,Xbox One,2015.0,Action Adventure,Warner Bros. Interactive Entertainment  ,0.47,0.18,0.0,0.07,0.72,80.0,12.0,7.1,33.0,Traveller's Tales,E10+
James Cameron's Avatar: The Game,Wii,2009.0,Action,Ubisoft  ,0.32,0.32,0.0,0.07,0.72,60.0,19.0,4.0,16.0,"Ubisoft, Ubisoft Montreal",T
The Lord of the Rings: The Two Towers,Xbox,2002.0,Action,Electronic Arts  ,0.45,0.24,0.0,0.03,0.71,79.0,17.0,8.2,19.0,Stormfront Studios,T
Scooby-Doo 2: Monsters Unleashed,Game Boy Advance,2004.0,Action,THQ  ,0.51,0.19,0.0,0.01,0.71,46.0,5.0,,,Altron,E
Power Rangers: Dino Thunder,PlayStation 2,2004.0,Action Adventure,THQ  ,0.35,0.27,0.0,0.09,0.71,49.0,6.0,6.6,7.0,Pacific Coast Power & Light,E
Dynasty Warriors 6,PlayStation 3,2008.0,Action,KOEI  ,0.18,0.07,0.41,0.04,0.71,59.0,31.0,7.1,56.0,"Koei, Omega Force",T
Spider-Man 2,PSP,2005.0,Action Adventure,Activision  ,0.35,0.21,0.0,0.14,0.7,67.0,43.0,6.5,15.0,Vicarious Visions,T
Star Wars: Obi-Wan,Xbox,2001.0,Action Adventure,LucasArts  ,0.52,0.16,0.0,0.02,0.7,58.0,28.0,5.8,19.0,LucasArts,T
F-14 Tomcat,Game Boy Advance,2001.0,Action,Majesco  ,0.5,0.19,0.0,0.01,0.7,67.0,8.0,8.0,5.0,Virtucraft,E
James Bond 007: Blood Stone,PlayStation 3,2010.0,Action,Activision  ,0.18,0.37,0.02,0.12,0.7,65.0,49.0,7.4,65.0,Bizarre Creations,T
Transformers: Revenge of the Fallen,PlayStation 3,2009.0,Action,Activision  ,0.28,0.3,0.0,0.12,0.7,63.0,41.0,6.9,29.0,"Luxoflux, Inc.",T
Metal Gear Solid HD Collection,Xbox 360,2011.0,Miscellaneous,Konami Digital Entertainment  ,0.42,0.22,0.0,0.06,0.7,90.0,19.0,8.8,225.0,"Genki, Bluepoint Games",M
Metal Gear Solid HD Collection,Xbox 360,2011.0,Miscellaneous,Konami  ,0.25,0.1,0.0,0.03,0.38,90.0,19.0,8.8,225.0,"Genki, Bluepoint Games",M
Mafia,PlayStation 2,2004.0,Action Adventure,Gathering of Developers  ,0.34,0.27,0.0,0.09,0.7,65.0,30.0,8.3,102.0,Illusion Softworks,M
Metal Gear Solid: Portable Ops Plus,PSP,2007.0,Action Adventure,Konami  ,0.26,0.01,0.26,0.17,0.69,65.0,19.0,7.5,33.0,Kojima Productions,T
Mortal Kombat: Shaolin Monks,PlayStation 2,2005.0,Action,Midway Games  ,0.58,0.02,0.0,0.09,0.69,77.0,41.0,8.8,173.0,Midway Studios - Los Angeles,M
Prince of Persia: The Forgotten Sands,PlayStation 3,2010.0,Action Adventure,Ubisoft  ,0.19,0.36,0.01,0.12,0.69,75.0,49.0,7.4,159.0,Ubisoft Montreal,T
The Lord of the Rings: The Return of the King,GameCube,2003.0,Action,Electronic Arts  ,0.53,0.14,0.0,0.02,0.69,84.0,23.0,8.2,31.0,Hypnos Entertainment,T
Shark Tale,Game Boy Advance,2004.0,Action,Activision  ,0.49,0.18,0.0,0.01,0.68,63.0,8.0,7.8,5.0,Vicarious Visions,E
Iron Man,PlayStation 3,2008.0,Action,Sega  ,0.32,0.25,0.0,0.11,0.68,42.0,27.0,6.1,48.0,Secret Level,T
LEGO Harry Potter: Years 5-7,DS,2011.0,Action Adventure,Warner Bros. Interactive  ,0.35,0.26,0.0,0.07,0.68,69.0,4.0,6.5,4.0,Traveller's Tales,E10+
Lollipop Chainsaw,PlayStation 3,2012.0,Action,Warner Bros. Interactive Entertainment  ,0.27,0.21,0.11,0.08,0.67,67.0,37.0,7.2,224.0,Grasshopper Manufacture,M
Diablo III: Eternal Collection,Switch,2018.0,Role-Playing,Blizzard Entertainment  ,0.38,0.22,0.01,0.06,0.67,88.0,61.0,7.4,296.0,Blizzard Entertainment,M
LEGO Marvel Super Heroes 2,Switch,2017.0,Action,Warner Bros. Interactive Entertainment  ,0.31,0.29,0.01,0.06,0.67,76.0,10.0,7.2,71.0,TT Games,E10+
Castlevania: Lords of Shadow,Xbox 360,2010.0,Action Adventure,Konami  ,0.42,0.17,0.01,0.05,0.66,83.0,70.0,7.9,283.0,Mercury Steam,M
Finding Nemo,Xbox,2003.0,Action Adventure,THQ  ,0.48,0.16,0.0,0.02,0.66,63.0,11.0,7.4,5.0,Traveller's Tales,E
One Piece: Pirate Warriors 2,PlayStation 3,2014.0,Action,Namco Bandai Games  ,0.0,0.21,0.42,0.03,0.66,71.0,35.0,7.8,74.0,Omega Force,T
Fist of the North Star: Ken's Rage,PlayStation 3,2010.0,Action,Tecmo Koei  ,0.06,0.03,0.55,0.01,0.66,60.0,30.0,7.0,34.0,"Koei, Omega Force",M
Shrek: Hassle at the Castle,Game Boy Advance,2002.0,Action,TDK Mediactive  ,0.47,0.17,0.0,0.01,0.66,71.0,7.0,7.4,7.0,TOSE,E
Transformers: The Game,PSP,2007.0,Action Adventure,Activision  ,0.23,0.27,0.0,0.16,0.65,47.0,18.0,5.4,23.0,Savage Entertainment,E10+
LEGO Dimensions,Wii U,2015.0,Action Adventure,Warner Bros. Interactive Entertainment  ,0.37,0.22,0.0,0.06,0.65,62.0,5.0,6.4,35.0,Traveller's Tales,E10+
Harry Potter and the Half-Blood Prince,PlayStation 2,2009.0,Action Adventure,Electronic Arts  ,0.13,0.07,0.0,0.44,0.64,,,5.3,38.0,EA Bright Light,E10+
Batman: Return to Arkham,PlayStation 4,2016.0,Miscellaneous,Warner Bros. Interactive Entertainment  ,0.15,0.39,0.01,0.1,0.64,73.0,28.0,8.4,364.0,"Rocksteady Studios, Virtuos",T
Sengoku Basara: Samurai Heroes,PlayStation 3,2010.0,Action,Capcom  ,0.17,0.04,0.4,0.02,0.64,61.0,37.0,8.1,39.0,Capcom,T
Real Heroes: Firefighter,Wii,2009.0,Action,Conspiracy Entertainment  ,0.56,0.04,0.0,0.05,0.64,67.0,18.0,8.3,11.0,Epicenter Studios,E10+
X2: Wolverine's Revenge,PlayStation 2,2003.0,Action Adventure,Activision  ,0.31,0.24,0.0,0.08,0.64,58.0,24.0,7.2,15.0,GenePool,T
Dead Island: Riptide,PlayStation 3,2013.0,Action,Deep Silver  ,0.26,0.21,0.07,0.1,0.64,62.0,25.0,6.0,154.0,Techland,M
Onimusha: Dawn of Dreams,PlayStation 2,2006.0,Action Adventure,Capcom  ,0.15,0.12,0.34,0.04,0.64,81.0,45.0,8.7,94.0,Capcom,M
Crash of the Titans,PSP,2007.0,Action,Sierra Entertainment  ,0.25,0.25,0.0,0.15,0.64,,,7.1,41.0,SuperVillain Studios,E10+
LEGO Star Wars II: The Original Trilogy,Xbox 360,2006.0,Action Adventure,LucasArts  ,0.55,0.03,0.0,0.05,0.63,81.0,50.0,8.0,58.0,Traveller's Tales,E10+
Iron Man,PSP,2008.0,Action,Sega  ,0.46,0.09,0.0,0.09,0.63,44.0,7.0,6.4,17.0,Artificial Mind and Movement,T
The Lord of the Rings: Conquest,Xbox 360,2009.0,Action Adventure,Electronic Arts  ,0.37,0.2,0.0,0.06,0.63,55.0,58.0,7.0,119.0,Pandemic Studios,T
LEGO The Incredibles,Switch,2018.0,Action Adventure,Warner Bros. Interactive Entertainment  ,0.35,0.21,0.01,0.06,0.63,65.0,14.0,7.1,23.0,"TT Games, TT Fusion",E10+
LEGO Pirates of the Caribbean: The Video Game,3DS,2011.0,Action Adventure,Disney Interactive Studios  ,0.29,0.28,0.0,0.06,0.63,71.0,16.0,7.1,24.0,Traveller's Tales,E10+
Transformers: Revenge of the Fallen,Xbox 360,2009.0,Action,Activision  ,0.34,0.23,0.0,0.06,0.63,61.0,65.0,7.4,43.0,"Luxoflux, Inc.",T
Ghostbusters: The Video Game,Xbox 360,2009.0,Action,Atari  ,0.43,0.14,0.0,0.06,0.62,79.0,53.0,8.5,153.0,Terminal Reality,T
Metal Gear Solid 2: Substance,Xbox,2002.0,Action Adventure,Konami  ,0.38,0.22,0.0,0.03,0.62,87.0,28.0,8.4,46.0,KCEJ,M
Warriors Orochi 3,PlayStation 3,2012.0,Action,Tecmo Koei  ,0.0,0.04,0.57,0.01,0.62,70.0,17.0,7.9,39.0,Omega Force,T
Disney Universe,PlayStation 3,2011.0,Action Adventure,Disney Interactive Studios  ,0.3,0.23,0.0,0.09,0.62,70.0,29.0,7.1,15.0,"Eurocom Entertainment Software, Eurocom",E10+
Viewtiful Joe,GameCube,2003.0,Action,Capcom  ,0.38,0.1,0.12,0.02,0.62,93.0,52.0,8.3,141.0,Clover Studio,T
Prince of Persia: The Forgotten Sands,Xbox 360,2010.0,Action Adventure,Ubisoft  ,0.3,0.26,0.0,0.06,0.62,74.0,69.0,7.8,141.0,Ubisoft Montreal,T
Harry Potter and the Half-Blood Prince,DS,2009.0,Action Adventure,Electronic Arts  ,0.2,0.34,0.0,0.07,0.62,48.0,9.0,4.8,8.0,EA Bright Light,E
Samurai Warriors 2,PlayStation 2,2006.0,Action,KOEI  ,0.02,0.02,0.57,0.01,0.61,58.0,26.0,8.7,23.0,Omega Force,T
Dragon Ball Z: Buu's Fury,Game Boy Advance,2004.0,Role-Playing,Atari  ,0.44,0.16,0.0,0.01,0.61,62.0,19.0,8.6,63.0,Webfoot Technologies,E
James Cameron's Avatar: The Game,PSP,2009.0,Action,Ubisoft  ,0.22,0.25,0.0,0.14,0.61,,,4.9,16.0,"Ubisoft, Ubisoft Montreal",T
Spider-Man: Mysterio's Menace,Game Boy Advance,2001.0,Action,Activision  ,0.43,0.16,0.0,0.01,0.61,84.0,8.0,7.8,19.0,Vicarious Visions,E
Ben 10: Alien Force,PSP,2008.0,Action,D3 Publisher  ,0.36,0.14,0.0,0.11,0.6,,,7.5,15.0,Monkey Bar Games,E10+
Jaws Unleashed,PlayStation 2,2006.0,Action,Majesco  ,0.5,0.02,0.0,0.08,0.6,52.0,29.0,7.5,47.0,Appaloosa Interactive,M
